Starling ID,Headwords,Gloss,review_tier,chosen_abbr,chosen_field,llm_second,second_field,v1_choice,v1_field,v2_choice,v2_field,agrees_v1,agrees_v2
PDR683,*kā̆r-[ɣ-],1 salty 2 pungent,2-llm-plus-one,SP_SA,Sense Perception — Salty,SP_ST,Sense Perception — Sweet,FD_SL,Food & Drink — Salt,SP_SA,Sense Perception — Salty,,YES
PDR684,*kāv-,carrying yoke,3-llm-alone,MO_CA,"Motion & Transportation — to Bear, Carry",PA_TO,Physical Acts & Materials — Tool,MO_YO,Motion & Transportation — Yoke,MO_YO,Motion & Transportation — Yoke,,
PDR685,*kāv-i,red ochre,1-all-three-agree,SP_RD,Sense Perception — Red,CA_OI,Clothing & Adornment — Ointment,SP_RD,Sense Perception — Red,SP_RD,Sense Perception — Red,YES,YES
PDR686,*kāẓud-,donkey,1-all-three-agree,AN_AD,"Animals — Ass, Donkey",AN_LI,Animals — Livestock,AN_AD,"Animals — Ass, Donkey",AN_AD,"Animals — Ass, Donkey",YES,YES
PDR687,*ke-,dark red,1-all-three-agree,SP_RD,Sense Perception — Red,SP_CO,Sense Perception — Color,SP_RD,Sense Perception — Red,SP_RD,Sense Perception — Red,YES,YES
PDR688,*keḍ-,to lie (down),2-llm-plus-one,SR_LI,"Spatial Relations — to Lie, Recline",BP_SL,Body Parts & Functions — to Sleep; Sleep,EM_LI,"Emotion — Lie, Falsehood",SR_LI,"Spatial Relations — to Lie, Recline",,YES
PDR689,*keḍ- (*k̂-?),"bush, shrub",2-llm-plus-one,AV_PN,"Agriculture & Vegetation — Plant, Herb",AV_TR,Agriculture & Vegetation — Tree (generic),AV_PN,"Agriculture & Vegetation — Plant, Herb",AV_BI,Agriculture & Vegetation — Birch,YES,
PDR690,*keḏ-,"to close, shut",1-all-three-agree,SR_SH,"Spatial Relations — to Shut, Close",SR_CO,Spatial Relations — to Cover,SR_SH,"Spatial Relations — to Shut, Close",SR_SH,"Spatial Relations — to Shut, Close",YES,YES
PDR691,*kej-,field,3-llm-alone,AV_FC,Agriculture & Vegetation — Field for Cultivation,PW_PF,"Physical World — Plain, Field",PW_PF,"Physical World — Plain, Field",PW_PF,"Physical World — Plain, Field",,
PDR692,*kej-,to do,2-llm-plus-one,PA_MA,"Physical Acts & Materials — to Do, Make",PA_WV,"Physical Acts & Materials — to Work, Toil",TI_FI,Time — to Finish,PA_MA,"Physical Acts & Materials — to Do, Make",,YES
PDR693,*kejḷ-,1 to say; to be understood 2 to hear,1-all-three-agree,SP_HE,Sense Perception — to Hear,LM_SY,Language & Music — to Say,SP_HE,Sense Perception — to Hear,SP_HE,Sense Perception — to Hear,YES,YES
PDR694,*kel-,feather,1-all-three-agree,BP_FE,Body Parts & Functions — Feather,AN_BI,Animals — Bird,BP_FE,Body Parts & Functions — Feather,BP_FE,Body Parts & Functions — Feather,YES,YES
PDR695,*kèl-,side,2-llm-plus-one,SR_SD,Spatial Relations — Side,BP_BS,"Body Parts & Functions — Belly, Stomach",EM_GD,Emotion — Good,SR_SD,Spatial Relations — Side,,YES
PDR696,*ken-,cheek; temple,1-all-three-agree,BP_CK,Body Parts & Functions — Cheek,BP_HE,Body Parts & Functions — Head,BP_CK,Body Parts & Functions — Cheek,BP_CK,Body Parts & Functions — Cheek,YES,YES
PDR697,*keṇ-,"to arouse, irritate; to have sexual intercourse",3-llm-alone,EM_AG,Emotion — Anger,SO_SQ,"Social Relations — Strife, Quarrel",BP_SI,Body Parts & Functions — to have Sexual Intercourse,EM_PL,Emotion — to Please,,
PDR698,*ker-,to warm by the fire,3-llm-alone,PW_FI,Physical World — Fire (n),SP_HW,"Sense Perception — Hot, Warm",TI_WI,Time — Winter,FD_RF,"Food & Drink — to Roast, Fry",,
PDR699,*ker-,to scratch,2-llm-plus-one,PA_RU,Physical Acts & Materials — to Rub,PA_CU,Physical Acts & Materials — to Cut,PA_NA,"Physical Acts & Materials — Nail, Peg",PA_RU,Physical Acts & Materials — to Rub,,YES
PDR700,*Kerŋ-,feather,1-all-three-agree,BP_FE,Body Parts & Functions — Feather,AN_BI,Animals — Bird,BP_FE,Body Parts & Functions — Feather,BP_FE,Body Parts & Functions — Feather,YES,YES
PDR701,*keṟ-,"to kill, destroy",2-llm-plus-one,BP_KI,Body Parts & Functions — to Kill,PT_DE,Possession & Trade — to Destroy,BP_KI,Body Parts & Functions — to Kill,PT_DE,Possession & Trade — to Destroy,YES,
PDR702,*kesaṟ- (*-i-),"mud, mire",1-all-three-agree,PW_MU,"Physical World — Mud, Mire",PW_GS,"Physical World — Ground, Soil",PW_MU,"Physical World — Mud, Mire",PW_MU,"Physical World — Mud, Mire",YES,YES
PDR703,*kev-,ear,1-all-three-agree,BP_EA,Body Parts & Functions — Ear,BP_BO,Body Parts & Functions — Body,BP_EA,Body Parts & Functions — Ear,BP_EA,Body Parts & Functions — Ear,YES,YES
PDR704,*kē-,to lie,2-llm-plus-one,SR_LI,"Spatial Relations — to Lie, Recline",BP_SL,Body Parts & Functions — to Sleep; Sleep,EM_LI,"Emotion — Lie, Falsehood",SR_LI,"Spatial Relations — to Lie, Recline",,YES
PDR705,*kēɣ-,"magpie, snipe",1-all-three-agree,AN_BI,Animals — Bird,AN_AN,Animals — Animal,AN_BI,Animals — Bird,AN_BI,Animals — Bird,YES,YES
PDR706,*kēkVl (?),earth,2-llm-plus-one,PW_EL,"Physical World — Earth, Land",PW_GS,"Physical World — Ground, Soil",PW_EL,"Physical World — Earth, Land",PW_GS,"Physical World — Ground, Soil",YES,
PDR707,*kēḷ-,"to be friends with, ramify, multiply (as families)",2-llm-plus-one,SO_FR,Social Relations — Friend,SR_JU,"Spatial Relations — to Join, Unite",SO_FR,Social Relations — Friend,MK_FM,Mankind — Family,YES,
PDR708,*kēnd- (?),feather,1-all-three-agree,BP_FE,Body Parts & Functions — Feather,AN_BI,Animals — Bird,BP_FE,Body Parts & Functions — Feather,BP_FE,Body Parts & Functions — Feather,YES,YES
PDR709,*kēnd- (?),"to possess, buy",1-all-three-agree,PT_OP,"Possession & Trade — to Own, Possess",PT_BU,Possession & Trade — to Buy,PT_OP,"Possession & Trade — to Own, Possess",PT_OP,"Possession & Trade — to Own, Possess",YES,YES
PDR710,*kēr-,side,2-llm-plus-one,SR_SD,Spatial Relations — Side,SR_FS,"Spatial Relations — Form, Shape (n)",EM_GD,Emotion — Good,SR_SD,Spatial Relations — Side,,YES
PDR711,*kēr-,to shout; to crow,1-all-three-agree,LM_SC,"Language & Music — to Shout, Cry Out",LM_VO,Language & Music — Voice (n),LM_SC,"Language & Music — to Shout, Cry Out",LM_SC,"Language & Music — to Shout, Cry Out",YES,YES
PDR712,*kēr-,to sing; to tell,1-all-three-agree,LM_SG,Language & Music — to Sing,LM_LG,Language & Music — Language,LM_SG,Language & Music — to Sing,LM_SG,Language & Music — to Sing,YES,YES
PDR713,*kēr-,to lean against,3-llm-alone,PA_SH,"Physical Acts & Materials — to Hit, Strike, Beat",MO_RL,"Motion & Transportation — to Lift, Raise",BP_SD,Body Parts & Functions — Shoulder,SR_SI,Spatial Relations — to Sit,,
PDR714,*kēs-,to shave,3-llm-alone,PA_CU,Physical Acts & Materials — to Cut,PA_WA,Physical Acts & Materials — to Wash,BP_BE,Body Parts & Functions — Beard,BP_BE,Body Parts & Functions — Beard,,
PDR715,*kēs- (?),neck,1-all-three-agree,BP_NK,Body Parts & Functions — Neck,BP_BO,Body Parts & Functions — Body,BP_NK,Body Parts & Functions — Neck,BP_NK,Body Parts & Functions — Neck,YES,YES
PDR716,*kēs-[mb-],a kind of yam,3-llm-alone,FD_VE,Food & Drink — Vegetables,AV_PN,"Agriculture & Vegetation — Plant, Herb",BP_YG,"Body Parts & Functions — to Gape, Yawn",FD_FR,Food & Drink — Fruit,,
PDR717,*kic-,to pinch,3-llm-alone,PA_CU,Physical Acts & Materials — to Cut,PA_SH,"Physical Acts & Materials — to Hit, Strike, Beat",BP_NA,"Body Parts & Functions — Nail, Claw",PA_SR,Physical Acts & Materials — to Stretch,,
PDR718,*kiḍ-,spark,3-llm-alone,PW_FI,Physical World — Fire (n),PW_LG,Physical World — Light,PW_FL,Physical World — Flame (n),EM_PA,Emotion — Passion,,
PDR719,*kil-,to cry; to sound,3-llm-alone,LM_SC,"Language & Music — to Shout, Cry Out",EM_CW,"Emotion — to Cry, Weep",EM_CW,"Emotion — to Cry, Weep",EM_CW,"Emotion — to Cry, Weep",,
PDR720,*kil-,small,3-llm-alone,SR_SM,"Spatial Relations — Small, Little",QN_LF,"Quantity & Number — Few, Little",QN_LF,"Quantity & Number — Few, Little",QN_LF,"Quantity & Number — Few, Little",,
PDR721,*kiḷ-,parrot,1-all-three-agree,AN_BI,Animals — Bird,AN_AN,Animals — Animal,AN_BI,Animals — Bird,AN_BI,Animals — Bird,YES,YES
PDR722,*kiḷ-,"rust, verdigris",3-llm-alone,PA_SI,Physical Acts & Materials — Silver,SP_BD,"Sense Perception — Stinking, Bad Smelling",WH_SW,Warfare & Hunting — Sword,CA_JW,"Clothing & Adornment — Gem, Jewel",,
PDR723,*kIḷ-,"to dig up, stir",1-all-three-agree,AV_DI,"Agriculture & Vegetation — to Dig, Delve",PA_CU,Physical Acts & Materials — to Cut,AV_DI,"Agriculture & Vegetation — to Dig, Delve",AV_DI,"Agriculture & Vegetation — to Dig, Delve",YES,YES
PDR724,*kin-,cold,2-llm-plus-one,SP_CD,"Sense Perception — Cold, Frigid",PW_WE,Physical World — Weather,TI_WI,Time — Winter,SP_CD,"Sense Perception — Cold, Frigid",,YES
PDR725,*kin-,to be angry,1-all-three-agree,EM_AG,Emotion — Anger,EM_RF,"Emotion — Rage, Fury",EM_AG,Emotion — Anger,EM_AG,Emotion — Anger,YES,YES
PDR726,*kind-,to sprinkle,2-llm-plus-one,PA_SO,"Physical Acts & Materials — to Strew, Spread Out",PW_DU,"Physical World — Dust, Powder",FD_KD,Food & Drink — to Knead,PA_SO,"Physical Acts & Materials — to Strew, Spread Out",,YES
PDR727,"*kinḍ-, *kenḍ-",to cut up; to dig in,2-llm-plus-one,PA_CU,Physical Acts & Materials — to Cut,PA_SH,"Physical Acts & Materials — to Hit, Strike, Beat",AV_DI,"Agriculture & Vegetation — to Dig, Delve",PA_CU,Physical Acts & Materials — to Cut,,YES
PDR728,*kipr-,"shell, skull",1-all-three-agree,BP_SK,Body Parts & Functions — Skull,AN_AN,Animals — Animal,BP_SK,Body Parts & Functions — Skull,BP_SK,Body Parts & Functions — Skull,YES,YES
PDR729,*kir-,ear,1-all-three-agree,BP_EA,Body Parts & Functions — Ear,BP_BO,Body Parts & Functions — Body,BP_EA,Body Parts & Functions — Ear,BP_EA,Body Parts & Functions — Ear,YES,YES
PDR730,*kiṟ-,1 small 2 young,3-llm-alone,SR_SM,"Spatial Relations — Small, Little",TI_YG,Time — Young,TI_YG,Time — Young,TI_YG,Time — Young,,
PDR731,*kiṟ-,"anger, angry; displeased",1-all-three-agree,EM_AG,Emotion — Anger,EM_RF,"Emotion — Rage, Fury",EM_AG,Emotion — Anger,EM_AG,Emotion — Anger,YES,YES
PDR732,*kiṟl-,wrist,3-llm-alone,BP_AR,Body Parts & Functions — Arm,BP_FT,Body Parts & Functions — Foot,CA_BR,"Clothing & Adornment — Armband, Bracelet",BP_EL,Body Parts & Functions — Elbow,,
PDR733,*kit-,to tickle,3-llm-alone,SP_TV,Sense Perception — to Touch,BP_BO,Body Parts & Functions — Body,BP_LC,Body Parts & Functions — to Lick,EM_PL,Emotion — to Please,,
PDR734,*Kiṭ-,to touch; near,1-all-three-agree,SP_TV,Sense Perception — to Touch,MO_AP,Motion & Transportation — to Approach,SP_TV,Sense Perception — to Touch,SP_TV,Sense Perception — to Touch,YES,YES
PDR735,*kiẓ[i]-,to pluck,3-llm-alone,PA_DP,"Physical Acts & Materials — to Draw, Pull",PA_CU,Physical Acts & Materials — to Cut,AV_PL,Agriculture & Vegetation — to Plow; Plow,PA_CU,Physical Acts & Materials — to Cut,,
PDR736,*kīḏ- (*-ṟ-),to tear; to slash,1-all-three-agree,PA_TE,Physical Acts & Materials — to Tear,PA_CU,Physical Acts & Materials — to Cut,PA_TE,Physical Acts & Materials — to Tear,PA_TE,Physical Acts & Materials — to Tear,YES,YES
PDR737,*kīḷ-,"to rend, split",1-all-three-agree,PA_SP,Physical Acts & Materials — to Split,PA_TE,Physical Acts & Materials — to Tear,PA_SP,Physical Acts & Materials — to Split,PA_SP,Physical Acts & Materials — to Split,YES,YES
PDR738,*kīp-,comb; to comb,1-all-three-agree,CA_CB,Clothing & Adornment — Comb,AV_PN,"Agriculture & Vegetation — Plant, Herb",CA_CB,Clothing & Adornment — Comb,CA_CB,Clothing & Adornment — Comb,YES,YES
PDR739,*kīr-,"herbs, greens",3-llm-alone,FD_VE,Food & Drink — Vegetables,AV_PN,"Agriculture & Vegetation — Plant, Herb",AV_PN,"Agriculture & Vegetation — Plant, Herb",AV_PN,"Agriculture & Vegetation — Plant, Herb",,
PDR740,*Kīr-,to be cold,2-llm-plus-one,SP_CD,"Sense Perception — Cold, Frigid",BP_SM,"Body Parts & Functions — Strong, Mighty, Powerful",TI_WI,Time — Winter,SP_CD,"Sense Perception — Cold, Frigid",,YES
PDR741,*kīṟ- (*-ḏ-),"to cry, call",3-llm-alone,LM_SC,"Language & Music — to Shout, Cry Out",LM_ST,"Language & Music — to Speak, Talk",EM_CW,"Emotion — to Cry, Weep",EM_CW,"Emotion — to Cry, Weep",,
PDR742,*kīẓ-,lower; beneath,2-llm-plus-one,SR_LO,Spatial Relations — Low,SR_BO,Spatial Relations — Bottom,SR_BO,Spatial Relations — Bottom,SR_LO,Spatial Relations — Low,,YES
PDR743,*kīẓ-,old,1-all-three-agree,TI_OL,Time — Old,MK_HB,Mankind — Human Being,TI_OL,Time — Old,TI_OL,Time — Old,YES,YES
PDR744,*kobbar-,"coconut kernel, copra",3-llm-alone,FD_FR,Food & Drink — Fruit,FD_VE,Food & Drink — Vegetables,AV_ST,Agriculture & Vegetation — Smoke (Tobacco),FD_NT,Food & Drink — Nut,,
PDR745,*kod-,to boil; to reduce to pulp,1-all-three-agree,FD_BO,Food & Drink — to Boil (trans,,,FD_BO,Food & Drink — to Boil (trans,FD_BO,Food & Drink — to Boil (trans,YES,YES
PDR746,*koḍ-,"1 crook, curve 2 sickle",3-llm-alone,SR_CR,Spatial Relations — Crooked,AV_SI,"Agriculture & Vegetation — Scythe, Sickle",SR_HK,"Spatial Relations — Hook, Crook",PA_BN,Physical Acts & Materials — to Bend,,
PDR747,*koḍ-,"point, peak",3-llm-alone,SR_PO,Spatial Relations — Point,SR_EN,Spatial Relations — End,PW_MH,"Physical World — Hill, Mountain",PW_MH,"Physical World — Hill, Mountain",,
PDR748,*koḍ-,to give (to 3rd person),1-all-three-agree,PT_GI,Possession & Trade — to Give,MO_BG,Motion & Transportation — to Bring,PT_GI,Possession & Trade — to Give,PT_GI,Possession & Trade — to Give,YES,YES
PDR749,*koḏ-,hen,3-llm-alone,AN_HC,"Animals — Hen, Chicken (generic)",AN_BI,Animals — Bird,AN_HN,Animals — Hen,AN_HN,Animals — Hen,,
PDR750,*koḏ-,to bite,1-all-three-agree,BP_BI,Body Parts & Functions — to Bite,FD_EA,Food & Drink — to Eat,BP_BI,Body Parts & Functions — to Bite,BP_BI,Body Parts & Functions — to Bite,YES,YES
PDR751,*koḏl-,millet,3-llm-alone,AV_GG,"Agriculture & Vegetation — Grain (generic, British Corn)",FD_FD,Food & Drink — Food,FD_ML,Food & Drink — Mill,FD_ML,Food & Drink — Mill,,
PDR752,*koɣ-,child,2-llm-plus-one,MK_CH,Mankind — Child,MK_BO,Mankind — Boy,AN_KI,Animals — Kid,MK_CH,Mankind — Child,,YES
PDR753,*koj-,to reap,2-llm-plus-one,AV_MR,"Agriculture & Vegetation — to Mow, Reap",PA_CU,Physical Acts & Materials — to Cut,TI_AN,Time — Again,AV_MR,"Agriculture & Vegetation — to Mow, Reap",,YES
PDR754,*koj-,stick,3-llm-alone,PA_BE,Physical Acts & Materials — Beam,AV_TR,Agriculture & Vegetation — Tree (generic),PW_MT,"Physical World — Match, Fire Stick",PW_MT,"Physical World — Match, Fire Stick",,
PDR755,*Koj (?),smoke,1-all-three-agree,PW_SM,Physical World — Smoke (n),PW_FI,Physical World — Fire (n),PW_SM,Physical World — Smoke (n),PW_SM,Physical World — Smoke (n),YES,YES
PDR756,*kok-,"beak, bill",3-llm-alone,BP_MO,Body Parts & Functions — Mouth,AN_BI,Animals — Bird,AN_BI,Animals — Bird,AN_CK,"Animals — Cock, Rooster",,
PDR757,*kol-,to kill,1-all-three-agree,BP_KI,Body Parts & Functions — to Kill,PA_SH,"Physical Acts & Materials — to Hit, Strike, Beat",BP_KI,Body Parts & Functions — to Kill,BP_KI,Body Parts & Functions — to Kill,YES,YES
PDR758,*kol-,to forge,3-llm-alone,PA_SM,Physical Acts & Materials — Smith,PA_FG,Physical Acts & Materials — to Forge,PA_FG,Physical Acts & Materials — to Forge,PA_FG,Physical Acts & Materials — to Forge,,
PDR759,*koḷ-,horse gram,3-llm-alone,FD_VE,Food & Drink — Vegetables,,,AN_HO,Animals — Horse (generic),AN_HO,Animals — Horse (generic),,
PDR760,*koḷ-,firebrand,2-llm-plus-one,PW_FI,Physical World — Fire (n),PW_FL,Physical World — Flame (n),PW_FI,Physical World — Fire (n),PW_FL,Physical World — Flame (n),YES,
PDR761,*Kol-,"to bend, curve",1-all-three-agree,PA_BN,Physical Acts & Materials — to Bend,MO_TU,Motion & Transportation — to Turn,PA_BN,Physical Acts & Materials — to Bend,PA_BN,Physical Acts & Materials — to Bend,YES,YES
PDR762,*kol-,"valley, bay",2-llm-plus-one,PW_VA,"Physical World — Dale, Valley",PW_GB,"Physical World — Gulf, Bay",PW_VA,"Physical World — Dale, Valley",PW_GB,"Physical World — Gulf, Bay",YES,
PDR763,*kol- (?),tail,1-all-three-agree,BP_TA,Body Parts & Functions — Tail,AN_BI,Animals — Bird,BP_TA,Body Parts & Functions — Tail,BP_TA,Body Parts & Functions — Tail,YES,YES
PDR764,*kom-,branch; horn,3-llm-alone,AV_BN,Agriculture & Vegetation — Branch,BP_HO,Body Parts & Functions — Horn,BP_HO,Body Parts & Functions — Horn,BP_HO,Body Parts & Functions — Horn,,
PDR765,*komb- (?),far,1-all-three-agree,SR_FR,Spatial Relations — Far (adj),SR_NE,Spatial Relations — Near (adj),SR_FR,Spatial Relations — Far (adj),SR_FR,Spatial Relations — Far (adj),YES,YES
PDR766,*kon-,"tip, end",3-llm-alone,SR_PO,Spatial Relations — Point,SR_EN,Spatial Relations — End,TI_FI,Time — to Finish,FD_SP,Food & Drink — Spoon,,
PDR767,*ko(n)c-,"little, few; small; mean, humble",3-llm-alone,SR_SM,"Spatial Relations — Small, Little",QN_LF,"Quantity & Number — Few, Little",QN_LF,"Quantity & Number — Few, Little",QN_LF,"Quantity & Number — Few, Little",,
PDR768,*kond-,dumb,1-all-three-agree,MT_FS,"Mind & Thought — Stupid, Foolish",LM_BS,Language & Music — to be Silent,MT_FS,"Mind & Thought — Stupid, Foolish",MT_FS,"Mind & Thought — Stupid, Foolish",YES,YES
PDR769,*konḍ-,tuft of hair; knob,1-all-three-agree,BP_HA,Body Parts & Functions — Hair,AN_BI,Animals — Bird,BP_HA,Body Parts & Functions — Hair,BP_HA,Body Parts & Functions — Hair,YES,YES
PDR770,*konḏ-,hill,1-all-three-agree,PW_MH,"Physical World — Hill, Mountain",PW_SR,"Physical World — Rock, Stone",PW_MH,"Physical World — Hill, Mountain",PW_MH,"Physical World — Hill, Mountain",YES,YES
PDR771,*koŋ(k)-,"woman's breast, nipple",1-all-three-agree,BP_BW,Body Parts & Functions — Breast of Woman,BP_HE,Body Parts & Functions — Head,BP_BW,Body Parts & Functions — Breast of Woman,BP_BW,Body Parts & Functions — Breast of Woman,YES,YES
PDR772,*kop-,topknot of hair,2-llm-plus-one,BP_HA,Body Parts & Functions — Hair,CA_AD,Clothing & Adornment — Adornment (personal),BP_HA,Body Parts & Functions — Hair,CA_CB,Clothing & Adornment — Comb,YES,
PDR773,*kop-,women's ornament,3-llm-alone,CA_AD,Clothing & Adornment — Adornment (personal),CA_JW,"Clothing & Adornment — Gem, Jewel",MK_FS,Mankind — Female,CA_WD,Clothing & Adornment — Woman's Dress,,
PDR774,*Kopaḷ- (*-u-),"blister, bubble",3-llm-alone,BP_SH,"Body Parts & Functions — Skin, Hide",PW_WV,"Physical World — Wave, Surge",CA_PI,"Clothing & Adornment — Pin, Brooch",CA_OI,Clothing & Adornment — Ointment,,
PDR775,*kor- (*-u-),mud,1-all-three-agree,PW_MU,"Physical World — Mud, Mire",PW_GS,"Physical World — Ground, Soil",PW_MU,"Physical World — Mud, Mire",PW_MU,"Physical World — Mud, Mire",YES,YES
PDR776,*korŋ-,"crane, heron",1-all-three-agree,AN_BI,Animals — Bird,AN_FE,Animals — Female Animal,AN_BI,Animals — Bird,AN_BI,Animals — Bird,YES,YES
PDR777,*koṟ-,sheep,1-all-three-agree,AN_SH,Animals — Sheep,AN_GO,Animals — Goat,AN_SH,Animals — Sheep,AN_SH,Animals — Sheep,YES,YES
PDR778,*koṟ-,cold,2-llm-plus-one,SP_CD,"Sense Perception — Cold, Frigid",PW_IC,"Physical World — Ice, Frost",TI_WI,Time — Winter,SP_CD,"Sense Perception — Cold, Frigid",,YES
PDR779,*koṟ- (*-ḏ-),"anger, angrily",1-all-three-agree,EM_AG,Emotion — Anger,EM_RF,"Emotion — Rage, Fury",EM_AG,Emotion — Anger,EM_AG,Emotion — Anger,YES,YES
PDR780,*kos- (?),to burn,1-all-three-agree,PW_BU,"Physical World — to Burn, Scorch",EM_AG,Emotion — Anger,PW_BU,"Physical World — to Burn, Scorch",PW_BU,"Physical World — to Burn, Scorch",YES,YES
PDR781,*kot-,to peck,3-llm-alone,PA_SH,"Physical Acts & Materials — to Hit, Strike, Beat",AN_HU,Animals — to Hunt,AN_CK,"Animals — Cock, Rooster",PA_CV,Physical Acts & Materials — to Carve,,
PDR782,*kot- (?),new,1-all-three-agree,TI_NW,Time — New,TI_YG,Time — Young,TI_NW,Time — New,TI_NW,Time — New,YES,YES
PDR783,*koṭ-,to dig; to peck; to break,1-all-three-agree,AV_DI,"Agriculture & Vegetation — to Dig, Delve",PA_SH,"Physical Acts & Materials — to Hit, Strike, Beat",AV_DI,"Agriculture & Vegetation — to Dig, Delve",AV_DI,"Agriculture & Vegetation — to Dig, Delve",YES,YES
